Id,LanguageId,Author,Text,IsDay
93,2,Шрила Бхакти Виджай Тривикрама Махарадж," У меня есть друзья, которые могут всю Бхагават-Гиту наизусть прочитать. Но мы также слышали от Божественного учителя, что одна шлока из Бхагават-Гиты, даже одна шлока может спасти вас. Но сердце должно быть включено, это не вопрос интеллекта. ",0
94,2,Шрила Бхакти Ракшак Шридхар Дев-Госвами Махарадж,"Отвергая все впечатления прошлой жизни, прошлого, все виды практики, они должны быть также отвергнуты. И только Сознание Кришны и оно представлено Махапрабху Шри Чайтаньядевом, оно также представлено многими, даже анархисты уважают Кришну, Бхагават-Гиту. ",0
95,2,Шрила Бхакти Ракшак Шридхар Дев-Госвами Махарадж,"Гита дает пищу и анархизму также, но это не сознание Кришны. Многие, все уважают Бхагават-Гиту, почитают Бхагават-Гиту, дают ей высокую оценку. Но мы хотим видеть Кришну такого, каким просил нас видеть Махапрабху. Этого Кришну мы хотим видеть. ",0
96,2,"Томас Мертон, ученый-богослов, монах, писатель","Гита может быть по праву названа литературным фундаментом великой духовной цивилизации Индии, старейшей среди всех культур мира.",1
97,2,Доктор Геддес Макгрегор,"Никакое другое произведение индийской литературы не цитируют на Западе так часто и не любят так сильно, как “Бхагават-Гиту”. ",0
98,2,Шрила Бхакти Сундар Говинда Дев-Госвами Махарадж,"То есть в конечном итоге суть Бхагават-Гиты заключается в том, что предавшеяся душа она полностью посвящает себя Кришне, а Кришна полностью берет на себя заботу о ней и таким образом дает ей возможность прийти к нему. ",0
99,2,Шрила Бхакти Сундар Говинда Дев-Госвами Махарадж,"Иными словами Кришна говорит: “Ты будешь совершать деятельность и может быть не совершенную или совершенную, но это не важно. Если ты предан мне, то я буду пожинать, так сказать, плоды. ",0
100,2,Шрила Бхакти Сундар Говинда Дев-Госвами Махарадж,"Я сам оприделю, что хорошо и что плохо, я  позволю тебе прийти ко мне.” Это вкратце, так сказать, заключение, суть Бхагават-Гиты, дар Господа Кришны, который он дарует нам. И таким образом преданные видят Бхагават-Гиту, сквозь эту призму. 	0
101	2	Сахадев Прабху	Бхагават-Гита - это первое в истории человечества интервью с Богом и “Библия восточной духовности”, это философская квинтэссенция, центральная часть крупнейшей эпической поэмы на Земле - Махабхараты.	0
102	2	Сахадев Прабху	Аватар Кришна рассказывает своему другу Арджуне науку о душе, о ее перевоплощениях в разных телах, о ее странствиях в мироздании. Это вечная актуальная книга и во все времена лучшие умы человечества питали интерес к ней. 	0
103	2	Сахадев Прабху	В советское время она была переведена различными переводчиками-востоковедами, такими как: Семенцов, Эрман и в современное время существует различные переводы Гиты, выполненные духовными учителями Индии. 	0
104	2	Сахадев Прабху	Самые разные системы йоги, духовные практики, которые за тысячелетия накопила и создала ведическая цивилизация описаны в Бхагават-Гите. 	0
105	2	Сахадев Прабху	Толстой пишет в одном из своих писем о том, что “я постоянно изучаю Бхагават-Гиту и стараюсь руководствоваться ее основополагающим принципом в своих сочинениях”. 	0
106	2	Сахадев Прабху	Бхагават-Гита говорит, что человек должен действовать бескорыстно ради служения высшей цели, посвящать себя идеалам, а не инстинктам. 	0
107	2	Сахадев Прабху	В современное же время уникальностью является то, что мы можем познакомиться с переводами, сделанными самими учителями востока, носителями этой культуры.	0
108	2	Шрила Бхакти Бимал Авадхут Махарадж	В духовной ценности Бхагават-Гиты, собственно, вообще никто никогда не сомневался: от марксистов-ленинистов, фашистов, политиков до глубоко духовных верующих людей, представителей различных европейских, восточных духовных конфессий. 	0
109	2	Шрила Бхакти Бимал Авадхут Махарадж	Тайна этой книги безусловно находится в комментариях, поскольку великие умы не только оценили мудрости Гиты, но и объяснили их. 	0
110	2	Шрила Бхакти Бимал Авадхут Махарадж	Ведическая культура исполнена разнообразия и отражает все точки зрения на безграничное. Поэтому помимо пятиста переводов Бхагават-Гиты каждый из которых имеет свою ценность в западном мире, существут сотни и десятки комментариев. 	0
111	2	Шрила Бхакти Бимал Авадхут Махарадж	По сути дела каждая духовная школа Индии, если она обладает какой-то репутацией духовной, должна выступить со своим комментарием к Бхагават-Гите. 	0
112	2	Шрила Бхакти Бимал Авадхут Махарадж	Среди вайшнавов существует Вишванатх Чакраварти, из классиков, Баладев Видьябхушан - это общеизвестные комментаторы Бхагават-Гиты. 	0
113	2	Шрила Бхакти Бимал Авадхут Махарадж	Безусловно, самый известный комментарий - “Бхагават-Гита как она есть”. Он ценен тем, что он дает расширенное, развернутое представление о ведической культуре для как западного человека так и среднего индийца, который живет такой социальной жизнью.	0
114	2	Шрила Бхакти Бимал Авадхут Махарадж	В вайшнавской традиции есть также комментарий Шридхара Махараджа - “Скрытое Сокровище”, более глубокие идеи теистические раскрыты - комментарии меньше, но они более, скажем так, теологически ценные. 	0
115	2	Шрила Бхакти Бимал Авадхут Махарадж	Вообще онтология Гиты начинается с пути души. Эта книга начинается с науки о душе. По сути дела ни в одной современной религии “душа” не раскрывается так глубоко, как она раскрывается именно в Бхагават-Гите. 	0
116	2	Шрила Бхакти Сундар Говинда Дев-Госвами Махарадж	Гита обладает совершенным знанием и каждое живое существо, каждый может найти там подлинное духовное сокровище. Карми, гьяни, йоги и и бхакты. 	0
118	2	Шрила Бхакти Сундар Говинда Дев-Госвами Махарадж	Разные комментарии к Гите, разные представления о Гите даны разным искателям истины. В Гите каждый может найти свою духовную пищу. 	0
119	2	Шрила Бхакти Сундар Говинда Дев-Госвами Махарадж	Соприкасаясь с Бхагават-Гитой мы можем видеть, что в ней есть надежда и духовная пища для самых маленьких душ и величайшие преданные также черпают вдохновение из Гиты. Каждый может обрести подлинное богатство. 	0
120	2	Сахадев Прабху	Бхагават-Гита - это древний восточный текст, это часть крупнейшей индийской эпической поэмы - Махабхараты, ее философская суть и она является классикой восточной духовности, энциклопедией йоги и занимает такое же положение как Библия в христианском мире.	0
121	2	Сахадев Прабху	Гита - это совершенно особые главы Махабхараты, где речь идет о чем-то вневременном, о чем-то, что связано не только с героями эпоса, а с чем-то, что является важным для каждого человека. 	0
122	2	Сахадев Прабху	Так как Бхагават-Гита является квинтэссенцией вечных тем, которые вечно актуальны, вечно современны, каждый раз переосмысляются по-новому, то она и читалась поколениями ученых, философов. 	0
123	2	Шрила Бхакти Бимал Авадхут Махарадж	Гита, все-таки, это очень конкретное произведение, потому что там Бог говорит с человеком. Божественность Кришны стоит под вопросом в социальном мире, в мире историков, но в религиозном мире Индии божественность Кришны  никем абсолютно не отрицается.	0
124	2	Шрила Бхакти Бимал Авадхут Махарадж	Хотя Кришна, безусловно, загадка, которая появляется на страницах Махабхараты, но позже мы можем через Бхагават-Гиту, через Шримад-Бхагаватам и другие соответствующие произведения все-таки проследить его особое положение. 	0
125	2	Шрила Бхакти Бимал Авадхут Махарадж	Есть пятьсот толкований Бхагават-Гиты в Индии, пятьсот толкований. Среди них наверняка ну сотня более-менее известных толкователей начиная от президента Индии Радхакришнана.	0
126	2	Шрила Бхакти Бимал Авадхут Махарадж	Как говорится, каждый самоуважающий себя Гуру или основатель какой-то духовной традиции, школы, сампрадаи должен в какой-то степени откомментировать Гиту. 	0
127	2	Манас Кришна Прабху	Бхагават-Гиту, все знают, - это главный ведический текст Индии. Более миллиарда индусов почитают Гиту как самую главную книгу. Что-то вроде того как Библия почитается в христианском мире.  	0
128	2	Манас Кришна Прабху	Для того, кто называет себя индуистом или последователем йоги Гита играет очень важную роль, находится в центре. 	0
130	2	Шрила Бхакти Бимал Авадхут Махарадж	Представляете какой глубокое духовное наследие нам оставили махаджаны Индии?! Я думаю, что мы с вами очень удачливые. 	0
131	2	Шрила Бхакти Бимал Авадхут Махарадж	Первая Бхагават-Гита была издана в 1896 году просветителем Новиковым в Санкт-Петербурге. За то, что он издал Бхагават-Гиту на него накатали в церковь заявление. 	0
132	2	Шрила Бхакти Бимал Авадхут Махарадж	Вы не читали Бхагават-Гиту? Поздравляю, вам предстоит ее прочесть, потрясающая книга, ну есть такая возможность по крайней мере. 	0
133	2	Шрила Бхакти Бимал Авадхут Махарадж	Я вам скажу такую вещь: мы издали Бхагават-Гиту три раза. Каждый раз от пяти до десяти тысяч экземпляров. Вот счас - четвертый раз, счас готовимся пятый раз. Эта книга расходится как, не знаю, как грибы.	0
134	2	Шрила Бхакти Бимал Авадхут Махарадж	 Я хочу сказать, что это замечательно, что у нас с вами есть возможность сегодня мыслить совершенно свободно, глубоко, пытаться отвечать себе на какие-то вопросы и у нас сегодня есть общество людей, с которыми можно обсуждать духовные темы.	0
135	2	Шрила Бхакти Бимал Авадхут Махарадж	Хотя по большому счету если мы возьмем историю  Гиты, по сути дела, - это книга, которая пересказана воину Арджуне Кришной на поле битвы Курукшетра. 	0
136	2	Шрила Бхакти Бимал Авадхут Махарадж	Сама по себе Гита транслируется уникальным образом. Когда Кришна ее рассказывает Арджуне слышит ее Санджая. Мистик Санджая рассказывает слепому царю Дхритараштре. 	0
137	2	Шрила Бхакти Бимал Авадхут Махарадж	И вот когда мы говорим о Гите, скорее каждый из нас, кто соприкоснется с Гитой он поймет, что здесь не узкая точка зрения, да, здесь не один мудрец говорит другому: “Вот знаешь, вот я тебе сейчас расскажу свой жизненный опыт.",0
138,2,Шрила Бхакти Бимал Авадхут Махарадж,"Потому что то, что рассказывает Кришна Арджуне настолько глубоко, настолько объемно, что уникальный происходит феномен самой Гиты - у каждой главы Гиты появляется своя целая школа. ",0
139,2,Шрила Бхакти Бимал Авадхут Махарадж,"Одной цитаты достаточно, чтобы родить целую философскую школу. Таким образом нам конечно интересно, что Гита безгранична и над каждой цитатой, над каждой главой можно думать. ",0
140,2,Шрила Бхакти Бимал Авадхут Махарадж,"Но самое, пожалуй, ценное - это то, что Кришна сам говорит о Гите. Потому что Кришна он всегда толкает своего героя Арджуну вперед, он говорит: “Арджуна, здесь долго не оставайся на этой ступени, поднимись на следующую ступень, еще более высшего знания"".",0
141,2,Шрила Бхакти Бимал Авадхут Махарадж," И это, пожалуй, одно из самых таких, ну скажем, прекрасных откровений Гиты - то, что мы за какую-то одну книгу способны с вами поменять множество точек зрения. ",0
143,1,quote of the day,"The power of God is with you at all times; through the activities of mind, senses, breathing, and emotions; and is constantly doing all the work using you as a mere instrument.",0
144,1,quote of the day,"He who has let go of hatred who treats all beings with kindness and compassion, who is always serene, unmoved by pain or pleasure,  free of the ""I"" and ""mine,"" self-controlled, firm and patient, his whole mind focused on me - that is the man I love best.",0
145,1, Aldous Huxley,The Bhagavad-Gita is the most systematic statement of spiritual evolution of endowing value to mankind. ,0
146,1,Aldous Huxley,It is one of the most clear and comprehensive summaries of perennial philosophy ever revealed; hence its enduring value is subject not only to India but to all of humanity.,0
147,1,quote of the day,"For the senses wander, and when one lets the mind follow them, it carries wisdom away like a windblown ship on the waters.",0
148,1,Rudolf Steiner,In order to approach a creation as sublime as the Bhagavad-Gita with full understanding it is necessary to attune our soul to it.,0
149,1,quote of the day,"Krishna taught in the Bhadavad Gita: ‘karmanyeva-adhikaraste ma phalesu kadachana’, which means, ‘Be active, never be inactive, and don’t react to the outcome of the work'.",0
152,1,"Craig Krishna, The Labyrinth: Rewiring the Nodes in the Maze of your Mind","All karma or effects of actions are completely burned away from the liberated being who, free from attachment, with his physical mind enveloped in wisdom (the higher self), performs the true spiritual fire rite.",0
153,1,quote of the day,"Where there is One, that One is me; where there are many, all are me; they see my face everywhere.",0
156,1,quote of the day,It is better to live your own destiny imperfectly than to live an imitation of somebody else’s life with perfection.,0
157,1,quote of the day,"When men seek after the Immutable, the Indeterminable, the Unmanifest, the All-Pervading, the Unthinkable, the Summit Self, the Immobile, the Permanent, — equal in mind to all, intent on the good of all beings, it is to Me that they come.",0
159,1,A.C. Bhaktivedanta Swami Prabhupada,"When there is an increase in the mode of ignorance. O son of Kuru, darkness, inertia, madness are manifested.",0
160,1,Radhika Mundra,There is a relentless war between good and evil which has to be fought whether one likes it or not.,0
161,1,"Abhijit Naskar, The Krishna Cancer","No text, being human creation, is free from flaws – it is the human mind that should be conscientious enough to accept their good elements and discard the bad ones.",0
162,1,"Lord Krishna, Srimad Bhagavad Gita","I am time the destroyer of all beings in all worlds, engaged to destroy all beings in this world; of those heroic soldiers presently situated in the opposite army even without you non will be spared.",0
163,1, J. Robert Oppenheimer,"If the radiance of a thousand suns Were to burst at once into the sky That would be like the splendour of the Mighty One... I am become Death, The shatterer of worlds.  [Quoted from the Bhagavad Gita after the bombing of Hiroshima and Nagasaki.]",0
164,1,quote of the day,"An intelligent person does not take part in the sources of misery which are due to contact with the material senses. O son of Kunti, such pleasures have a beginning and an end, and so the wise man does not delight in them.",0
165,1,"Sri Aurobindo, Essays on the Gita",Like the earlier spiritual synthesis of the Upanishads this later synthesis at once spiritual and intellectual avoids naturally every such rigid determination as would injure its universal comprehensiveness.,0
166,1,"Shri Purohit Swami, Bhagavad Gita: Annotated & Explained","Whoso meditates on the Omniscient, the Ancient, more minute than the atom, yet the Ruler and Upholder of all, Unimaginable, Brilliant like the Sun, beyond the reach of darkness.",0
167,1,Adi Shankaracharya. (prophet of advaita philosophy),From a clear knowledge of the Bhagavad Gita all the goals of human existence become fulfilled. Bhagavad Gita is the manifest quintessence of all the teachings of the Vedic scriptures. ,0
168,1,Albert Einstein. (The most famous scientist of our times),When I read the Bhagavad-Gita and reflect about how God created this universe everything else seems so superfluous. ,0
169,1,Albert Einstein. (The most famous scientist of our times),I have made the Bhagwad-Gita as the main source of my inspiration and guide for the purpose of scientific investigations and formation of my theories.,0
170,1,Dr. Albert Schweizer,The Bhagavad-Gita has a profound influence on the spirit of mankind by its devotion to God which is manifested by actions.,0
171,1,AlduosHuxley,The Bhagavad-Gita is the most systematic statement of spiritual evolution of endowing value to mankind.,0
172,1, AlduosHuxley,It is one of the most clear and comprehensive summaries of perennial philosophy ever revealed; hence its enduring value is subject not only to India but to all of humanity.,0
173,1,Henry David Thoreau,"In the morning I bathe my intellect in the stupendous and cosmogonal philosophy of the Bhagavad-Gita, in comparison with which our modern world and its literature seems puny and  trivial. ",0
174,1,Henry David Thoreau,"Besides the Bhagvat-Geeta, our Shakespeare seems sometimes youthfully green... Ex oriente lux may still be the motto of scholars, for the Western world has not yet derived from the East all the light it is destined to derive thence.",0
175,1,Herman Hesse,The marvel of the Bhagavad-Gita is its truly beautiful revelation of life's wisdom which enables philosophy to blossom into religion.,0
176,1,Jawaharlal Nehru (Prime Minister),The Bhagavad-Gita deals essentially with the spiritual foundation of human existence. It is a call of action to meet the obligations and duties of life; yet keeping in view the spiritual nature and grander purpose of the universe.,0
178,1,Mahatma Gandhiji,"The Bhagavad-Gita calls on humanity to dedicate body, mind and soul to pure duty and not to become mental voluptuaries at the mercy of random desires and undisciplined impulses. ",0
179,1,Pandit Jawaharlal Nehru,The Bhagavad-Gita deals essentially with the spiritual foundation of human existence. It is a call of action to meet the obligations and duties of life; yet keeping in view the spiritual nature and grander purpose of the universe.,0
180,1,Paramahansa Yogananda,The Bhagavad-Gita is where God Himself talks to His devotee Arjuna.,0
181,1,"Dr. Paul Lesourd,(Author Professeur Honoraire, Catholic University of Paris)","I can say that in the Bhagavad-gita As It Is I have found explanations and answers to questions I had always posed regarding the interpretations of this sacred work, whose spiritual discipline I greatly admire. ",0
182,1,"Dr. Paul Lesourd,(Author Professeur Honoraire, Catholic University of Paris)  ","If the aesceticism and ideal of the apostles which form the message of the Bhagavad-gita As It Is were more widespread and more respected, the world in which we live would be transformed into a better, more fraternal place.",0
183,1,Ralph Waldo Emerson,The Bhagavad-Gita is an empire of thought and in its philosophical teachings Krishna has all the attributes of the full-fledged montheistic deity and at the same time the attributes of the Upanisadic absolute.,0
184,1,Rudolph Steiner, In order to approach a creation as sublime as the Bhagavad-Gita with full understanding it is necessary to attune our soul to it. ,0
185,1,Sri Ramakrishna,"Seek that Divine Knowledge by knowing which nothing remains to be known! For such a person knowledge and ignorance has only one meaning: Have you knowledge of God? If yes, you a Jnani! If not, you are ignorant.",0
186,1,Sri Ramakrishna,"As said in the Gita, chapter XIII/11, knowledge of Self, observing everywhere the object of true Knowledge i.e. God, all this is declared to be true Knowledge (wisdom); what is contrary to this is ignorance.",0
187,1,Sri Aurobindo,"The Bhagavad-Gita is a true scripture of the human race a living creation rather than a book, with a new message for every age and a new meaning for every civilization.",0
188,1,Sri  Ramanuja,The Bhagavad-Gita was spoken by Lord Krishna to reveal the science of devotion to God which is the essence of all spiritual knowledge. ,1
189,1,Sri Swami Prabhupada,The Bhagavad-Gita is not separate from the Vaisnava philosophy and the Srimad Bhagavatam fully reveals the true import of this doctrine which is transmigration of the soul. ,0
190,1,Sriranga Sadguru,The Bhagavadita is not only a song of life but also is the music of the universe and it stands like a great lamp.  ,0
191,1,Swami Nirmalananda Giri,"Nothing has ever arisen in my life, internal or external, that the Gita has not made clear and enabled me to deal with or understand. ",0
192,1,Swami Vivekananda,The secret of karma yoga which is to perform actions without any fruitive desires is taught by Lord Krishna in the Bhagavad-Gita. ,0
