Id;ChapterId;Name;Text;Transcription;Translation;Comment;Order;Audio;AudioSanskrit
15;1;1.19;"स घोषो धार्तराष्ट्राणां हृदयानि व्यदारयत् ।
नभश्च पृथिवीं चैव तुमुलोऽभ्यनुनादयन् ॥१९॥";"са гхош̣о дха̄ртара̄ш̣т̣ра̄н̣а̄м̇, хр̣дайа̄ни вйада̄райат
набхаш́ ча пр̣тхивӣм̇ чаива, тумуло ’бхйануна̄дайан";Громоподобный звук этих раковин, раскатившись эхом по земле и небу, заставил содрогнуться сердца сыновей Дхритараштры.;NULL;15;/Files/63b7904a853a45079d00388e05af2889.MP3;/Files/eac3587dd4074560963d26f47814acbf.mp3
16;1;1.20;"अथ व्यवस्थितान् दृष्ट्वा धार्तराष्ट्रान् कपिध्वजः ।
प्रवृत्ते शस्त्रसम्पाते धनुरुद्यम्य पाण्डवः ।
हृषीकेशं तदा वाक्यमिदमाह महीपते ॥२०॥";"атха вйавастхита̄н др̣ш̣т̣ва̄, дха̄ртара̄ш̣т̣ра̄н капи-дхваджах̣
правр̣тте ш́астра-сампа̄те, дханур удйамйа па̄н̣д̣авах̣
хр̣ш̣ӣкеш́ам̇ тада̄ ва̄кйам, идам а̄ха махӣ-пате";О царь! Когда пришло время начать сражение, Арджуна, стоя в колеснице, украшенной знаменем с изображением Ханумана, вскинул свой лук и приготовился к стрельбе. Но, взглянув на твоих сыновей, стоящих строем и готовых к бою, он обратился к Господу Кришне с такими словами.;NULL;16;/Files/e2a7375d033c460d91c9eae7886e8658.MP3;/Files/2a909d20428f4204913e80f0152a8c5d.mp3
17;1;1.21-23;"अर्जुन उवाच ।
सेनयोरुभयोर्मध्ये रथं स्थापय मेऽच्युत ॥२१॥
यावदेतान्निरीक्षेऽहं योद्धुकामानवस्थितान् ।
कैर्मया सह योद्धव्यमस्मिन् रणसमुद्यमे ॥ २२ ॥
योत्स्यमानानवेक्षेऽहं य एतेऽत्र समागताः ।
धार्तराष्ट्रस्य दुर्बुद्धेर्युद्धे प्रियचिकीर्षवः  ॥२३॥";"арджуна ува̄ча
сенайор убхайор мадхйе, ратхам̇ стха̄пайа ме ’чйута
йа̄вад эта̄н нирӣкш̣е ’хам̇, йоддху-ка̄ма̄н авастхита̄н
каир майа̄ саха йоддхавйам, асмин ран̣а-самудйаме
йотсйама̄на̄н авекш̣е ’хам̇, йа эте ’тра сама̄гата̄х̣
дха̄ртара̄ш̣т̣расйа дурбуддхер, йуддхе прийа-чикӣрш̣авах̣";"Арджуна сказал:
О Непогрешимый! Выведи мою колесницу на середину поля и поставь между двумя армиями, чтобы я смог увидеть воинов, желающих сразиться с нами. Я хочу посмотреть на тех, кто пришел биться со мной, приняв сторону злонамеренного Дурьодханы.";NULL;17;/Files/b7c78307b29d441d84a03c45bc3c77c8.MP3;/Files/5ce284ecac1a4e24a08a9a0a3edcc351.mp3
18;1;1.24;"सञ्जय उवाच ।
एवमुक्तो हृषीकेशो गुडाकेशेन भारत ।
सेनयोरुभयोर्मध्ये स्थापयित्वा रथोत्तमम्   ॥२४॥";"сан̃джайа ува̄ча
эвам укто хр̣ш̣ӣкеш́о, гуд̣а̄кеш́ена бха̄рата
сенайор убхайор мадхйе, стха̄пайитва̄ ратхоттамам";"Санджая сказал:
О потомок Бхараты, Кришна по просьбе Арджуны расположил лучшую из колесниц между двумя армиями.";NULL;18;/Files/ed81687ba2554b94a1f9b7d702287f83.MP3;/Files/2810abea357b4b91909d139fea5284ec.mp3
19;1;1.25;"भीष्मद्रोणप्रमुखतः सर्वेषां च महीक्षिताम् ।
उवाच पार्थ पश्यैतान् समवेतान् कुरूनिति ॥२५॥";"бхӣш̣ма-дрон̣а-прамукхатах̣, сарвеш̣а̄м̇ ча махӣкш̣ита̄м
ува̄ча па̄ртха паш́йаита̄н, самавета̄н курӯн ити";Стоя перед Бхишмой, Дроной и другими великими правителями, Господь сказал Арджуне: «Взгляни же, Партха, на всех собравшихся здесь Куру».;NULL;19;/Files/d6da8006f64e4f618b0ae4b6c9ca708c.MP3;/Files/967299b0834e4e0fa9e9beb65834f583.mp3
20;1;1.26;"तत्रापश्यत् स्थितान् पितॄनथ पितामहान् ।
आचार्यान् मातुलान् भ्रातॄन् पुत्रान् पौत्रान् सखींस्तथा ।
श्वशुरान् सुहृदश्चैव सेनयोरुभयोरपि ॥ २६ ॥";"татра̄паш́йат стхита̄н па̄ртхах̣, питр̣̄н атха пита̄маха̄н
а̄ча̄рйа̄н ма̄тула̄н бхра̄тр̣̄н, путра̄н паутра̄н сакхӣм̇с татха̄
ш́ваш́ура̄н сухр̣даш́ чаива, сенайор убхайор апи";Тогда в обеих армиях Арджуна увидел старейшин родов по отцу и матери, своих дедов, наставников, братьев, сыновей, своих внуков и тестей, друзей и благожелателей.;NULL;20;/Files/ae5741c16d2e4c8aa38e5ae88c721b28.MP3;/Files/972f74f5426b4388858f4cf46a8bb921.mp3
21;1;1.27;"तान् समीक्ष्य स कौन्तेयः सर्वान् बन्धूनवस्थितान् ।
कृपया परयाविष्टो विषीदन्निदमब्रवीत् ॥ २७ ॥";"та̄н самӣкш̣йа са каунтейах̣, сарва̄н бандхӯн авастхита̄н
кр̣пайа̄ парайа̄виш̣т̣о, виш̣ӣданн идам абравӣт";Увидев родных и близких на поле сражения, Арджуна, преисполненный сострадания и пораженный горем, сказал следующее.;NULL;21;/Files/3109ed41a666478882caffed2ad16198.MP3;/Files/31d3aafd623b4f8baccdb12b3e178219.mp3
22;1;1.28;"अर्जुन उवाच ।
दृष्ट्वेमान् स्वजनान् कृष्ण युयुत्सून् समवस्थितान् ।
सीदन्ति मम गात्राणि मुखं च परिशुष्यति ॥ २८ ॥";"арджуна ува̄ча
др̣ш̣т̣вема̄н сваджана̄н кр̣ш̣н̣а, йуйутсӯн самавастхита̄н
сӣданти мама га̄тра̄н̣и, мукхам̇ ча париш́уш̣йати";"Арджуна сказал:
О Кришна! При виде родственников и друзей, собравшихся здесь и жаждущих битвы, я чувствую, как силы оставляют меня и пересыхает во рту.";NULL;22;/Files/29b717f823d1488589e756bc53546990.MP3;/Files/4b6b5900cddb48118433d9f7b677b296.mp3
23;1;1.29;"वेपथुश्च शरीरे मे रोमहर्षश्च जायते ।
गाण्डीवं स्रंसते हस्तात्त्वक्चैव परिदह्यते ॥२९॥";"вепатхуш́ ча ш́арӣре ме, рома-харш̣аш́ ча джа̄йате
га̄н̣д̣ӣвам̇ срам̇сате хаста̄т, твак чаива паридахйате";Мое тело охватывает дрожь, и волосы на нем вздымаются. Кожа моя пылает, словно в огне, а лук Гандива выскальзывает из рук.;NULL;23;/Files/852adf79e3e141bcbe5d307dcb015dd6.MP3;/Files/8147174b353046ab9edb771713d8bd4d.mp3
24;1;1.30;"न च शक्नोम्यवस्थातुं भ्रमतीव च मे मनः ।
निमित्तानि च पश्यामि विपरीतानि केशव ॥३०॥";"на ча ш́акномй авастха̄тум̇, бхраматӣва ча ме манах̣
нимитта̄ни ча паш́йа̄ми, випарӣта̄ни кеш́ава";О Кешава! Ноги мои подкашиваются, мой ум в смятении, и повсюду я вижу лишь дурные предзнаменования.;NULL;24;/Files/05ee36dc246642f19830bfed3bd39e99.MP3;/Files/a8a536b3334046e29a4cfa182d445f20.mp3
25;1;1.31;"न च श्रेयोऽनुपश्यामि हत्वा स्वजनमाहवे  ।
न काङ्क्षे विजयं कृष्ण न च राज्यं सुखानि च ॥३१॥";"на ча ш́рейо ’нупаш́йа̄ми, хатва̄ сваджанам а̄хаве
на ка̄н̇кш̣е виджайам̇ кр̣ш̣н̣а, на ча ра̄джйам̇ сукха̄ни ча";О Кришна! Я не понимаю, какое благо мы обретем, убив родственников в этой битве? Я не желаю ни победы, ни наслаждения царствованием!;NULL;25;/Files/48f0606e786b49cea04020b4b04bcfb5.MP3;/Files/86c5f80111a44c48910596a39d421845.mp3
26;1;1.32-34;"किं नो राज्येन गोविन्द किं भोगैर्जीवितेन वा ।
येषामर्थे काङ्क्षितं नो राज्यं भोगाः सुखानि च ॥३२॥
त इमेऽवस्थिता युद्धे प्राणांस्त्यक्त्वा धनानि च ।
आचार्याः पितरः पुत्रास्तथैव च पितामहाः ॥३३॥
मातुलाः श्वशुराः पौत्राः श्यालाः सम्बन्धिनस्तथा ।
एतान्न हन्तुमिच्छामि घ्नतोऽपि मधुसूदन ॥३४॥";"ким̇ но ра̄джйена говинда, ким̇ бхогаир джӣвитена ва̄
йеш̣а̄м артхе ка̄н̇кш̣итам̇ но, ра̄джйам̇ бхога̄х̣ сукха̄ни ча
та име ’вастхита̄ йуддхе, пра̄н̣а̄м̇с тйактва̄ дхана̄ни ча
а̄ча̄рйа̄х̣ питарах̣ путра̄с, татхаива ча пита̄маха̄х̣
ма̄тула̄х̣ ш́ваш́ура̄х̣ паутра̄х̣, ш́йа̄ла̄х̣ самбандхинас татха̄
эта̄н на хантум иччха̄ми, гхнато ’пи мадхусӯдана";О Говинда! Есть ли смысл в обретении царства и в мирских радостях, ценна ли наша жизнь, если те, ради кого мы стремимся к этому, — наставники, старейшины рода отца, сыновья, деды, дядья по матери, тести, внуки, шурины и другие родственники, — противостоят нам на поле боя, готовые расстаться с жизнью и богатством? Поэтому, Мадхусудана, даже если они желают моей смерти, я не хочу убивать их!;NULL;26;/Files/17664a8c6ecb483cac33935768d46f89.MP3;/Files/6c29438c014441aab49411d0e29521fd.mp3
27;1;1.35;"अपि त्रैलोक्यराज्यस्य हेतोः किं नु महीकृते ।
निहत्य धार्तराष्ट्रान्नः का प्रीतिः स्याज्जनार्दन ॥३५॥";"апи траилокйа-ра̄джйасйа, хетох̣ ким̇ ну махӣ-кр̣те
нихатйа дха̄ртара̄ш̣т̣ра̄н нах̣, ка̄ прӣтих̣ сйа̄дж джана̄рдана";О Джанардана, разве сможем мы быть счастливы, убив сыновей Дхритараштры, пусть даже обретем власть над тремя мирами, — что уж говорить о владычестве над Землей?;NULL;27;/Files/76fac3e136bb48de828bd88b4377597e.MP3;/Files/1c6b53a1b98b4b70a5d86d2bd9312617.mp3
28;1;1.36;"पापमेवाश्रयेदस्मान् हत्वैतानाततायिनः ।
तस्मान्नार्हा वयं हन्तुं धार्तराष्ट्रान् स्वबान्धवान् ।
स्वजनं हि कथं हत्वा सुखिनः स्याम माधव ॥ ३६ ॥";"па̄пам эва̄ш́райед асма̄н, хатваита̄н а̄тата̄йинах̣
тасма̄н на̄рха̄ вайам̇ хантум̇, дха̄ртара̄ш̣т̣ра̄н сваба̄ндхава̄н
сваджанам̇ хи катхам̇ хатва̄, сукхинах̣ сйа̄ма ма̄дхава";Если мы убьем наших наставников и покровителей, то пожнем лишь грех, несмотря на то что это они развязали войну. Мы не должны уничтожать наших родственников, сыновей Дхритараштры. О Мадхава, можем ли мы быть счастливы ценой жизни наших близких?;NULL;28;/Files/1508e4d388904ccc8a813f607a7e2bf2.MP3;/Files/f4fa2de152964466ae41fe7054a2af24.mp3
29;1;1.37-38;"यद्यप्येते न पश्यन्ति लोभोपहतचेतसः ।
कुलक्षयकृतं दोषं मित्रद्रोहे च पातकम्  ॥३७॥
कथं न ज्ञेयमस्माभिः पापादस्मान्निवर्तितुम् ।
कुलक्षयकृतं दोषं प्रपश्यद्भिर्जनार्दन  ॥३८॥";"йадйапй эте на паш́йанти, лобхопахата-четасах̣
кула-кш̣айа-кр̣там̇ дош̣ам̇, митра-дрохе ча па̄такам
катхам̇ на джн̃ейам асма̄бхих̣, па̄па̄д асма̄н нивартитум
кула-кш̣айа кр̣там̇ дош̣ам̇, прапаш́йадбхир джана̄рдана";О Джанардана! Пусть эти люди, ослепленные алчностью, не видят греха в измене друзьям и разрушении династии. Но почему мы, осознавая зло братоубийственной войны, не можем воздержаться от этого преступления?;NULL;29;/Files/4049d60988fb4e94b8f4352a60da1c85.MP3;/Files/06ceff21a2c84fb38454c40932025b8a.mp3
30;1;1.39;"कुलक्षये प्रणश्यन्ति कुलधर्माः सनातनाः ।
धर्मे नष्टे कुलं कृत्स्नमधर्मोऽभिभवत्युत  ॥३९॥";"кула-кш̣айе пран̣аш́йанти, кула-дхарма̄х̣ сана̄тана̄х̣
дхарме наш̣т̣е кулам̇ кр̣тснам, адхармо ’бхибхаватй ута";С падением рода приходят в упадок его незыблемые духовные традиции. А когда традиции нарушаются, оставшимися представителями рода завладевает безбожие.;NULL;30;/Files/4c48e6ff08c2494e99cd658e221cda8d.MP3;/Files/f70fde8e7ca64246b8729f22716ca41c.mp3
31;1;1.40;"अधर्माभिभवात्कृष्ण प्रदुष्यन्ति कुलस्त्रियः ।
स्त्रीषु दुष्टासु वार्ष्णेय जायते वर्णसङ्करः ॥४०॥";"адхарма̄бхибхава̄т кр̣ш̣н̣а, прадуш̣йанти кула-стрийах̣
стрӣш̣у душ̣т̣асу ва̄рш̣н̣ейа, джа̄йате варн̣а-сан̇карах̣";Когда в семье воцаряется безбожие, о Кришна, женщины этой семьи развращаются. А деградация женщин, о потомок Вришни, приводит к появлению неблагочестивого потомства.;NULL;31;/Files/073bb2cc9f964583ab37e9faaeea7e99.MP3;/Files/d10e5c338bb746d0a17453af5cb67012.mp3
32;1;1.41;"सङ्करो नरकायैव कुलघ्नानां कुलस्य च ।
पतन्ति पितरो ह्येषां लुप्तपिण्डोदकक्रियाः  ॥४१॥";"сан̇каро нарака̄йаива, кула-гхна̄на̄м̇ куласйа ча
патанти питаро хй эш̣а̄м̇, лупта-пин̣д̣одака-крийа̄х̣";Неправедное потомство ввергает в ад как представителей самого рода, так и его разрушителей. Та же участь ждет и предков рода, поскольку подношения им воды и пищи прекращаются.;NULL;32;/Files/223fdb9ef7654d828d473f31042a1b37.MP3;/Files/bfbc03f991f5452983b2d8fe8c6e55cf.mp3
33;1;1.42;"दोषैरेतैः कुलघ्नानां वर्णसङ्करकारकैः ।
उत्साद्यन्ते जातिधर्माः कुलधर्माश्च शाश्वताः ॥४२॥";"дош̣аир этаих̣ кула-гхна̄на̄м̇, варн̣а-сан̇кара-ка̄ракаих̣
утса̄дйанте джа̄ти-дхарма̄х̣, кула-дхарма̄ш́ ча ш́а̄ш́вата̄х̣";Так злодеяния разрушителей династии приводят к рождению неправедного потомства. Из-за этого вековые устои семьи и общества рушатся.;NULL;33;/Files/4e66d28ad3aa4de28a38d38685f65c26.MP3;/Files/461501ac7ebf4cd7977c7f4cb9cfceb1.mp3
34;1;1.43;"उत्सन्नकुलधर्माणां मनुष्याणां जनार्दन ।
नरके नियतं वासो भवतीत्यनुशुश्रुम  ॥४३॥";"утсанна-кула-дхарма̄н̣а̄м̇, мануш̣йа̄н̣а̄м̇ джана̄рдана
нараке нийатам̇ ва̄со, бхаватӣтй ануш́уш́рума";О Джанардана! Мы слышали, что те, кто разрушает духовные и семейные традиции, непременно отправятся в ад.;NULL;34;/Files/821d2c7c71a84773859eb174f4893f4a.MP3;/Files/ab4fcb800a834f2a9dbbf6f0850a4158.mp3
35;1;1.44;"अहो बत महत्पापं कर्तुं व्यवसिता वयम् ।
यद्राज्यसुखलोभेन हन्तुं स्वजनमुद्यताः  ॥४४॥";"ахо бата махат-па̄пам̇, картум̇ вйавасита̄ вайам
йад ра̄джйа-сукха-лобхена, хантум̇ сваджанам удйата̄х̣";О горе! Что за ужасный грех мы готовы совершить! Желая наслаждаться царствованием, мы собираемся лишить жизни своих родственников!;NULL;35;/Files/222d8c7282404d6a86480222c2ec33d5.MP3;/Files/8807f03be7754ff59f96a57d5eaef48b.mp3
36;1;1.45;"यदि मामप्रतीकारमशस्त्रं शस्त्रपाणयः ।
धार्तराष्ट्रा रणे हन्युस्तन्मे क्षेमतरं भवेत्  ॥४५॥";"йади ма̄м апратӣка̄рам, аш́астрам̇ ш́астра-па̄н̣айах̣
дха̄ртара̄ш̣т̣ра̄ ран̣е ханйус, тан ме кш̣ематарам̇ бхавет";Пусть лучше меня, безоружного и не оказывающего сопротивления, убьют на этом поле боя сыновья Дхритараштры!;NULL;36;/Files/f79f8a6423e14ac7bbc158bcd0bf5244.MP3;/Files/e8698a198f2a4076a3589332f173b119.mp3
37;1;1.46;"सञ्जय उवाच ।
एवमुक्त्वार्जुनः संख्ये रथोपस्थ उपाविशत् ।
विसृज्य सशरं चापं शोकसंविग्नमानसः  ॥४६॥";"сан̃джайа ува̄ча
эвам уктва̄рджунах̣ сан̇кхйе, ратхопастха упа̄виш́ат
виср̣джйа са-ш́арам̇ ча̄пам̇, ш́ока-сам̇вигна-ма̄насах̣";"Санджая сказал:
Промолвив эти слова на поле сражения, Арджуна, отложив в сторону лук и стрелы, сел в колеснице, удрученный горем.";NULL;37;/Files/121f54282e474c208fc49dd091e237bc.MP3;/Files/16b398b600054029873b35752d214735.mp3
