Id;Platform;OsVersion;DeviceId;Model;AppVersion;TimezoneOffset;Culture;PushToken;LastModified
1081FAC4-17B7-4497-8B1C-00DBF437947C;1;10;c69c7fdfd13f0629;AC2001;1.0;0;0;NULL;2022-10-16 09:03:44.957
C4EBC8D9-D8E1-42E6-B059-00E638FC5309;1;10;d0f7898e36e6a772;ONEPLUS A6000;1.0;0;0;NULL;2020-08-19 11:55:00.497
DCD99309-EAE6-47CA-A33C-00E7A4306E22;1;8.0.0;8d69c709a2785d5d;SAMSUNG-SM-G930A;1.0;0;0;NULL;2020-09-03 07:15:01.067
449AE11C-2C2B-4FC0-A0F8-00E7D07FF243;1;7.1.1;4e2c74aa380da36e;Moto G (5S) Plus;1.0;0;0;NULL;2018-10-01 09:06:36.133
BD4E6C51-4B3E-4E48-B14A-00E84790F3D0;1;10;1837a44c45b41614;ONEPLUS A6010;1.0;0;0;NULL;2021-08-17 21:22:09.137
76EAE06D-4B57-4A3F-B8FC-00E98155130F;1;8.1.0;97e0f6e203f334fa;CPH1903;1.0;0;1;fkmwIZHp-_c:APA91bErGtq5tBOeFPbZd9CUZPXxmpkvsUksBJsi3gR7HQcSwQEoBdJeYE6FWSGxC8PIKdMdTBM5jMu2ARVdK57S1KbrgsJAttwC9NQLjsTD3SmR3OkoN7IVrB4Xjun2WfZyRICcHk1X;2021-03-15 04:34:37.910
B11C109F-ADE6-4E52-BE3C-00EE1EBBDA47;1;11;7c5a54ffe2b8ee3c;SM-G780F;1.0;0;0;NULL;2021-05-13 10:45:31.350
AA9CA6BA-849A-40B6-9E5E-00F4B9FF71C8;1;7.1.1;ab354eec0b3dceac;CPH1727;1.0;0;0;NULL;2018-08-05 12:30:27.690
55FA7DBF-5409-4D03-B899-00FA2ED63E5A;1;10;0137465ce5d5eef6;SM-A705FN;1.0;0;0;NULL;2020-11-05 18:31:13.867
E477B2DC-837E-4B5D-938B-00FABB715EA9;1;7.0;b4b715488d3fddd;vivo 1713;1.0;0;0;NULL;2018-07-14 02:31:25.470
A28606C3-1E8F-4DA3-A92B-00FE5748F9E6;1;10;fb11895b060ec9df;LYA-L09;1.0;0;1;NULL;2020-08-28 19:14:02.880
85864377-58E4-491E-98A0-010033F8BD48;1;9;5e7b408b9ecdbe8e;vivo 1723;1.0;0;0;NULL;2020-08-26 11:42:46.160
481C28B7-4C86-4F7D-9A49-01016B62944F;1;7.1.2;a0e68ab0f69a452f;Redmi Y1;1.0;0;0;NULL;2018-11-28 12:49:57.647
1064C331-A406-48AB-8CA7-0104B22912E8;1;6.0;d165e075731344aa;E5663;1.0;0;0;NULL;2018-08-09 08:25:01.800
492AD882-1855-4D19-8C20-0107692A7FA0;1;6.0.1;997984fc7ec18642;MotoG3;1.0;0;0;NULL;2018-09-05 17:14:05.293
4C422DAB-87E9-40DC-B813-01115203F207;1;8.1.0;f53e71fc5e2698cb;ONEPLUS A5000;1.0;0;0;NULL;2018-11-26 22:51:00.143
5DCAB1DD-56B3-4D63-82D1-01119CFECED9;1;9;bdafd35da3bbdd93;SM-J810GF;1.0;0;0;NULL;2020-02-12 13:43:56.370
7757711F-C15D-4979-A858-0114B0E89652;1;9;68efb2db2d86ad80;Nokia 7 plus;1.0;1;1;NULL;2019-12-11 12:28:33.727
6CBB7281-32EC-4A71-AF78-011572639641;1;6.0.1;c0c2d7b831b14662;Redmi Note 4;1.0;0;0;NULL;2018-07-16 17:27:06.633
629ABDE4-C664-4C6E-BA71-011B4C43E6B1;1;8.1.0;3650ddcb2872fbd0;Mi A1;1.0;0;0;NULL;2018-11-13 08:46:59.720
8261A64A-1B86-4D0A-93A2-0120DB18A4EE;1;10;fc0e4aeed1d29ad2;SM-J810GF;1.0;0;0;NULL;2020-12-17 04:11:26.397
2F66FF90-2190-4DDA-AFA5-01235C455AE7;1;8.0.0;f598b201caa62166;STF-L09;1.0;0;1;NULL;2019-01-27 14:18:19.223
2F02329B-65E5-486F-B534-012443FEB0D9;1;9;bcdbb29f7cedabb3;POT-LX1;1.0;0;0;NULL;2019-07-06 10:23:14.007
82FDFE15-6F25-4A63-9E36-012D0E3A4E0C;1;10;aa231d459369a44e;Nokia 7.2;1.0;0;0;NULL;2021-05-13 14:18:31.197
C19554BB-E7CF-4C38-8C0D-0130C8A1DC05;1;6.0.1;b6b4bba15c9e01b4;SM-G600FY;1.0;0;0;NULL;2018-12-11 13:22:37.540
EF44B665-FB7E-4191-AEA3-01340C2E3465;1;9;586884bd72ded44e;Redmi Note 5;1.0;0;1;NULL;2022-10-17 10:04:20.080
5D822503-BF22-4E6E-9FFD-013859D2B0FB;1;10;1350a4cd88ea3f8b;Redmi 8;1.0;0;0;NULL;2020-08-31 01:00:34.480
D2C32688-74CB-4F01-8ED2-0138F7FD1B59;1;9;1897d009cc6efb8d;Redmi Note 5;1.0;0;1;crgwC8iO96A:APA91bGHE6JnpS6gNsvIZA05r7koU0U7HLlq0Jrv8hHX_CGn1xPGvEz58HabmeJcwwenvcb27UlyOhfQRSqCuMJ3oXySly8C04EHosKLTKRyUWRWzv8ryfct-wygOFTsdkxk01cD03qC;2020-12-15 23:38:49.233
ABD68F69-74FF-4301-8393-013C798F5A04;1;10;b1221afc46e6d0e7;RMX1851;1.0;0;0;czML72Jtv5s:APA91bEFqbJEtS61JLdKYwNVziOxrAJekiNGjPaW4j7BtD6bjVX39TRCxKIsSgJHGmqxiT-B8b_TttAlfnszUpHqJkkcgncGU38g3SSVCVo2hZrsLfK4gwUU2rMyTyfEg2oJENSKpiAW;2021-05-12 08:11:31.680
98CAC3D7-BF8C-4AE5-A813-014ACB3A4C44;1;7.1.2;f7e5214290523bc0;Redmi 4;1.0;0;0;NULL;2019-07-25 04:54:00.840
A6EB7A92-1FB4-41E4-83B5-014D1FD88AEB;1;7.0;ac6310a7f957a459;Lenovo K33a42;1.0;0;0;NULL;2018-08-08 16:21:39.873
1233A93F-7870-4B3C-AFE9-014E196111F2;1;8.1.0;1d113fe5b55df1f8;Redmi Note 5 pro;1.0;0;0;NULL;2018-09-20 00:50:09.433
55994145-5C00-42DF-A829-014EBC504266;1;8.1.0;f6483bdffa946dcb;itel W5001P;1.0;0;0;NULL;2020-12-16 11:06:22.990
F2C8AD4B-B186-4E63-92C9-01561191D2F4;1;9;9c4dc95086a92137;Nokia 6.1 Plus;1.0;0;0;NULL;2018-11-21 10:30:07.243
E30E29FF-3105-4C83-8739-01591D611456;1;9;a75998234723e525;SM-T835;1.0;0;1;ckW03RPXASs:APA91bHplePjgqr6eyKqjKrxGtSnIFv3cfyx_f3VOYmzttBXYvglLxPqIk5gM2z75qeN84RdB5PeNCCrKTN7kF0NgY4aA00a9NEq1ZgV4jmazfaDlYwgkdNJeBaFVgQ4vcpf07VNJx-9;2019-11-07 08:33:17.653
0E5B68FD-D32B-4E05-A6B9-01599C1A6557;1;8.0.0;c9b04d3d56c9ce78;SM-J720F;1.0;0;0;NULL;2018-11-16 03:44:52.837
A5CC081A-3D9D-4FE5-A257-015CE610A415;1;8.1.0;5b3c35c3aaab815f;CPH1803;1.0;0;0;NULL;2018-11-26 10:16:31.413
B0B4BD1C-452C-4AA8-A4BE-01640843E7B0;1;10;90b63090ee4d0370;SM-A505FN;1.0;0;1;NULL;2020-12-03 08:15:55.767
2770273E-4B48-438B-9764-01703C747B72;1;9;4ed55aae8f65f4ae;R15_PRO;1.0;0;0;NULL;2020-12-16 13:31:33.660
AEBE3666-5840-4AC6-BADB-017D795824F0;1;6.0.1;da766c63fb8e513e;Redmi Note 3;1.0;0;0;NULL;2018-08-23 13:54:41.400
D467B7FA-9FAE-4FF7-8472-017DD82E9A6C;1;10;c96e773906ae95d7;SM-T295;1.0;0;0;c3S3fZoSaE0:APA91bGCqVPG1GHX_MhuYEpXTxiVTFkde62-R1YSaYHFWbCMTQqZZaOmqoR9cvNFwYcvcoyjs5EvleJJ4HYbS6Wo7skF-E6HuUgmmhOjVl4MnVTvjul07HQ0mKYQct-jeQsKTA9GsHLX;2021-06-05 01:18:04.157
402AEE66-A837-49F1-9E2F-017EA2BB79F8;1;11;086c3ebe0449c421;vivo 1920;1.0;0;0;NULL;2021-06-18 05:16:41.400
F96F8568-F057-4BFB-A718-018B7FCC1D74;1;9;8e9f2a62a131577b;SM-A307FN;1.0;0;0;NULL;2020-06-13 05:29:34.000
0A33BB03-B3C4-4973-94F3-018F472F9B85;1;6.0.1;db4ff53deb9870e0;SM-G600FY;1.0;0;0;NULL;2020-11-24 11:44:01.547
05DD0BFA-4E96-4519-B6A9-019656C58F12;1;6.0;957d91fbc21fff04;Lenovo K50a40;1.0;0;0;NULL;2018-07-14 13:42:58.447
E32DED31-3850-4DB1-922E-019FD1CEE792;1;4.4.2;1db19900629e651;V8 Plus;1.0;-1;1;NULL;2018-08-22 11:15:25.463
17A9837F-0836-4BC0-B4E0-019FFADACB4D;1;10;c5aa56a1a2e184f9;RMX1971;1.0;0;0;NULL;2020-07-21 11:27:13.517
025A6E3D-2847-4C10-80F3-01AAFB09D107;1;8.0.0;7eb82bc2e451c1d6;LG-H870DS;1.0;0;1;NULL;2020-12-14 01:53:43.857
01641A33-8E1B-4883-90E1-01AE4AE9861F;1;8.1.0;dbe435c4bc2e3503;Redmi Note 5;1.0;0;0;NULL;2018-09-17 10:02:26.017
BB259E02-3A29-4537-AE3E-01B1CF4F9EC2;1;11;24d2cd676f7e1bd4;RMX1851;1.0;0;0;cjd_Y0hABD0:APA91bFPeWPFfaxYDa7RsnkqE9KWGAPl015hXZUEjx069SIj0IXmhh8HD7FVgpdUYCVAwOGKHsCH-lamNMoDr00PQ_MIiZxlbgG28V5MsIamgIARAjCeeT4mvxyw_UAUo5C-nzsKGFxU;2022-09-15 05:08:49.000
8E6D8620-03EB-4973-A5C3-01B4671557BF;1;4.4.4;51ab9aa57e2f7223;SM-T116NY;1.0;0;0;NULL;2019-09-29 11:27:45.387
9C04BA25-A53C-4B39-9299-01B4ED75C6AC;1;10;e05ce50af560b9c8;SM-A217F;1.0;0;0;NULL;2020-12-10 15:05:33.680
829965B3-18EB-42AD-BABD-01B53D45E443;1;8.0.0;ffc463fbd4019591;SM-G930F;1.0;0;0;NULL;2018-11-11 17:52:52.220
4703EE4E-A896-4AD4-84CF-01C2C79C5E0D;1;8.1.0;d40757b00e9bffcc;vivo 1851;1.0;0;0;NULL;2018-10-22 12:02:39.127
836962B5-4F08-425C-BDDA-01C9DB8D09A7;1;9;6875f0b25df32846;SM-J730GM;1.0;0;0;NULL;2020-12-03 13:52:13.397
3EEC6671-5A9F-492D-8DFB-01CED0269CD3;1;9;145a96c868079a8d;vivo 1906;1.0;0;0;NULL;2021-01-27 20:12:34.767
2512FE2C-CD52-4BC7-B65A-01D2CB6061F2;1;6.0.1;956ec842dd2fc517;vivo 1606;1.0;0;0;NULL;2018-07-30 15:37:06.903
D4D4D9E9-AF30-4FDC-9B43-01D70FCA59B9;1;10;102a736a8198c99f;SM-M115F;1.0;0;0;NULL;2021-04-11 02:40:20.817
F34C6158-A6B7-4B69-8D52-01D728AD5F0C;1;9;c53ebd0ee1b4f73d;ANE-LX1;1.0;0;1;dV4Ff8BnKCw:APA91bHDIK8HNQeOM0SngD-RZMS4GeIVQP53G78U5N8FsKL-mggyttgat3rBcE3sGK_wgy47SGEkm7VR9lLdOVvpIUg0U9qYcQaI0gbJZEXfPdxEmRvcsszNiFTgiKr9cIvR8daxD1ie;2022-05-09 18:48:04.333
F36958FD-680A-4BCE-A176-01D8D0D0B93E;1;7.0;e2785e5822451de4;SM-A310F;1.0;0;0;NULL;2020-04-14 17:55:41.870
1389605E-DD61-4380-BD60-01DC103E5133;1;9;ac606cc055374ec3;ONEPLUS A6010;1.0;0;0;NULL;2019-07-17 12:37:26.253
C20EEF8E-E1E6-45E7-A8A1-01E397A036EF;1;7.0;4693fb3f5be2fce0;SM-G615FU;1.0;0;0;NULL;2018-12-30 10:13:36.603
BBE21614-B263-41AB-B5CE-01E94E8D6220;1;10;c46e0585c3f827a1;Nokia 8 Sirocco;1.0;0;0;NULL;2020-12-01 07:11:33.290
0D59CD65-6206-47F0-9D5E-01ED1653E1F9;1;6.0;a104c672d42953a4;Lenovo A7020a48;1.0;0;0;e5Jv_d_FSrI:APA91bFQvSJ8Z2-uJNntwWmV33iQzk-WUqlBT63qHBRd4xsRxtlNnn2C5nLbxirUCQewKVpiF8vNWBObjlcAf-IXWDRJV-hRDiGtWPbpxtP8jv7p7-0lN0pxObUEb2e_3dZseQJRUkcg;2018-09-19 12:34:14.660
A97B429F-D9BA-4679-9AEB-01F12F2B0B43;1;10;11f9d78beeb5f729;SM-P610;1.0;0;0;NULL;2020-11-24 16:40:01.663
D0D16383-1EA0-4B7E-8F1D-01F4D40F5438;1;10;5d776d3b5f905143;VOG-L29;1.0;0;0;f9Bu7K5sq5U:APA91bFdvjoQSA0nOfb4G5oPA09bB11t8dUgdEVz0MkbYCJ3uk3vaeitvTdhGaeCNrGpAt3u4JFSm2Q4ZEPfWfuRu89g0lMn4oDAmbSCgkRGFkm9iXr1Z_d3tStbRyIkTblDCqaRFLNc;2022-06-06 13:53:43.510
913E8D65-93F0-484B-A61D-01F8745F7B95;1;9;cc74d2deec3820df;SM-A105M;1.0;0;0;NULL;2021-03-19 17:36:32.223
31E2776A-E68F-4BAE-B2D2-01FBAA79FAA4;1;6.0;ad5d81b4c59fbf21;X38;1.0;0;0;NULL;2018-09-26 12:22:08.113
7739F521-6C90-417E-9F51-02077572074E;1;10;2366efd473c0c739;ONEPLUS A6010;1.0;0;0;NULL;2020-04-28 10:09:18.823
6572B8B7-B40C-4A2E-967C-0207A3984BAF;1;10;2971c745d1aea8e0;GM1901;1.0;0;0;NULL;2020-07-18 23:26:44.707
15D6480B-0454-4EE4-9FD4-0208BD4751C0;1;7.0;96fa590bf7fdc60a;vivo 1713;1.0;0;0;NULL;2018-07-18 16:09:30.847
D8F62A08-8D66-4E93-B4C5-0209BD2C6AE3;1;6.0;e66673ee560c4a2e;itel A21;1.0;0;0;NULL;2020-06-09 14:34:01.497
78C4C506-AC65-4E4A-B38B-020CD90DDBB0;1;11;481fe3bcd0bc9a40;LM-G850;1.0;0;0;c2tzmYl6CiU:APA91bEbbrJGaIky001Vpr9BpAZXpou0sn3hOIYfa9UO-DJKRLZ3dWo63iTdKJsCNNN-AACpwlL5bglBBJKc9FNlt_b9nLgD3k6_NVy-gDsI_VLmVg6HbnWL8A-su-Zph_q0w0Fwk505;2022-01-08 07:01:21.783
AA1AB7D3-A52C-4A77-A9E9-0211FCED9013;1;7.0;79d26da11db79c94;SM-G610F;1.0;0;0;NULL;2018-08-19 05:16:34.987
86CCCD85-F90C-4F79-A338-021239A88315;1;9;63447ebadcbe742f;Redmi Note 5;1.0;0;0;ebPHdk2slEQ:APA91bGNSSG1RwnmoqGrtbxJcS05GMHZUXtb6MbMp0eR1iDWnrgHQoSBGFj1fGdjIVkTpXiV2bhT3v4DcRCOFVd9PqFAX-mNY5vJFu0thp3cR_GDY8XbA7sa2B7t3pSBaOAXfV3f1t2_;2021-10-19 05:33:15.963
F827B496-8B9E-4D70-96E1-0212D1FC6DCD;1;10;dc23d9736d6fe337;ONEPLUS A6010;1.0;0;0;NULL;2020-10-28 06:18:18.190
E52C17E2-040B-4F7B-A61D-02164D7AC911;1;8.1.0;6a45027ad45dbd67;ONEPLUS A5010;1.0;0;0;NULL;2018-08-14 13:07:51.503
4205EDB1-EDD1-4F36-AF10-021B2A8D16C0;1;8.1.0;78b87efb411cf96c;Redmi Note 5;1.0;0;0;NULL;2020-12-29 16:31:19.787
